방이름,보증금,월세,전세,방 수,욕실 수,주소,평 수,관리비,주차 여부,방향,층,총 층,건축물 용도,전세여부,월세여부,부동산 이름,부동산 전화번호,복층 여부,사용승인일,내부시설,기타시설
다가구,"1억 5,000",50,0,2,1,서울시 송파구 석촌동 265-8,16.63평/15.12평(전용률91%),3만원,가능,남향(거실 기준),1,3,단독주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,1996.07.04,"붙박이장, 신발장, 싱크대, ","인터폰, CCTV, "
연립,"1,000",60,0,1,1,서울시 송파구 석촌동 265-5,6.98평/5.22평(전용률75%),0원,가능,남서향(안방 기준),3,4,공동주택,0,1,리더스부동산공인중개사사무소,"02-423-7797,010-8913-1255",none,1986.09.26,"침대, 붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, "
빌라2층,"8,000",60,0,2,1,서울시 송파구 석촌동 239-24,11.1평/8.98평(전용률81%),0.0005만원,가능,서향(거실 기준),2,5,공동주택,0,1,"제일공인중개사사무소
","02-419-0055,010-4842-9728",none,2017.01.13,"가스레인지, 샤워부스, 신발장, 싱크대, 벽걸이에어컨, 천장에어컨, ","비디오폰, CCTV, 엘리베이터, "
빌라3층,500,55,0,1,1,서울시 송파구 석촌동 244-37,7.02평/5.88평(전용률84%),5만원,가능,남서향(안방 기준),3,5,공동주택,0,1,"오늘의공간 공인중개사사무소
",010-3591-8288,none,2012.09.25,"냉장고, 세탁기, 싱크대, 인덕션레인지, ","현관보안, CCTV, 베란다, "
빌라B1층,"1,000",55,0,2,1,서울시 송파구 석촌동 215-16,12.7평/11.99평(전용률94%),3만원,불가능,동향(안방 기준),B1,3,단독주택,0,1,"오늘의공간 공인중개사사무소
","02-556-0600,010-3591-8288",none,1998.05.14,"싱크대, ",none
빌라3층,500,60,0,1,1,서울시 송파구 석촌동 244-37,7.02평/5.88평(전용률84%),0원,불가능,북향(안방 기준),3,5,공동주택,0,1,"제일공인중개사사무소
","02-419-0055,010-4842-9728",none,2012.09.25,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, 베란다, "
빌라 석촌그린빌2층,"2,000",115,0,2,1,서울시 송파구 석촌동 237-23,14.86평/12.41평(전용률84%),20만원,가능,남서향(거실 기준),2,5,공동주택,0,1,리안공인중개사사무소,"02-3432-7117,010-5585-8662",none,2004.07.27,"싱크대, 신발장, ","현관보안, 비디오폰, 카드키, 베란다, "
빌라1층,"1,000",48,0,1,1,서울시 송파구 석촌동 245-11,5.55평/5.55평(전용률100%),5만원,불가능,서향(안방 기준),1,5,공동주택,0,1,"오늘의공간 공인중개사사무소
","02-556-0600,010-3591-8288",none,2013.04.08,"냉장고, 세탁기, 싱크대, 신발장, 인덕션레인지, ","현관보안, CCTV, 비디오폰, "
빌라1층,"1,000",48,0,2,1,서울시 송파구 석촌동 239-24,11.1평/8.98평(전용률81%),5만원,가능,남서향(거실 기준),2,5,공동주택,0,1,"제일공인중개사사무소
","02-419-0055,010-4842-9728",none,2017.01.13,"신발장, 샤워부스, 싱크대, 가스레인지, 벽걸이에어컨, 천장에어컨, ","비디오폰, CCTV, 현관보안, 무인택배함, "
양지473(주상복합) 1동5층,"1,000",48,0,1,1,서울시 송파구 석촌동 245-32,6.43평/5.25평(전용률82%),5만원,가능,남향(안방 기준),1,5,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2013.03.21,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 방범창, 엘리베이터, "
일반원룸1층,"1,000",48,0,1,1,서울시 송파구 석촌동 10-5,10.85평/5.74평(전용률53%),5.7만원,가능,남동향(안방 기준),5,6,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2017.03.21,"옷장, 붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 엘리베이터, "
빌라4층,"1,000",60,0,1,1,서울시 송파구 석촌동 211-13,7.99평/6.99평(전용률88%),5만원,불가능,서향(안방 기준),4,4,단독주택,0,1,"하우스앤부동산공인중개사사무소
","02-2088-5333,010-7254-4568",none,1988.08.30,"냉장고, 세탁기, 싱크대, 신발장, 인덕션레인지, ",none
빌라4층,"1,000",60,0,1,1,서울시 송파구 석촌동 211-13,9.72평/8.81평(전용률91%),5만원,불가능,동향(거실 기준),2,4,공동주택,0,1,아이파크공인중개사사무소,"02-417-7788,010-7671-7633",단층,1988.08.30,"침대, 옷장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ",none
빌라중층,1억,85,0,1,1,서울시 송파구 석촌동 166-9,12.14평/10.36평(전용률85%),3만원,가능,북서향(거실 기준),중,5,공동주택,0,1,"에이스공인중개사사무소
","02-421-5111,010-5697-5111",none,2002.05.29,"냉장고, 세탁기, 싱크대, 인덕션레인지, 전자레인지, 스탠드에어컨, ","현관보안, 베란다, "
빌라중층,1억,85,0,1,1,서울시 송파구 석촌동 156-3,7.14평/6.45평(전용률90%),5.5만원,가능,서향(거실 기준),3,5,공동주택,0,1,세진공인중개사사무소,"02-413-7733,010-2366-6100",none,2003.06.05,"세탁기, 가스레인지, 벽걸이에어컨, ","사설경비, 현관보안, 베란다, "
빌라3층,"4,000",43,0,1,1,서울시 송파구 석촌동 232-11,7.86평/6.95평(전용률88%),3만원,불가능,남향(안방 기준),6,6,공동주택,0,1,로얄공인중개사사무소,010-9862-9997,단층,2007.07.10,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, "
일반원룸 원평파크빌6층,500,50,0,1,1,서울시 송파구 석촌동 183-2,15.2평/9.09평(전용률60%),0원,가능,동향(거실 기준),8,1,공동주택,0,1,"우리공인중개사사무소
","02-558-4988,010-2438-4988",none,2021.02.18,"냉장고, 붙박이장, 샤워부스, 세탁기, 식탁, 신발장, 싱크대, 옷장, 인덕션레인지, ","경비원, 방범창, 비디오폰, 인터폰, 현관보안, CCTV, 무인택배함, 엘리베이터, 화재경보기, "
양지473(주상복합) 1동저층,"3,000",150,0,2,1,서울시 송파구 석촌동,12.7평/12.1평(전용률95%),2만원,불가능,남향(안방 기준),B1,2,단독주택,0,1,"참좋은 공인중개사 사무소
","02-2203-4994,010-7322-6021",단층,1991.05.23,"싱크대, ",none
단독B1층,"1,000",50,0,1,1,서울시 송파구 석촌동 214-7,10.58평/9.98평(전용률94%),5만원,불가능,남서향(거실 기준),3,3,단독주택,0,1,리더스부동산공인중개사사무소,"02-423-7797,010-8913-1255",단층,1996.07.13,"싱크대, ","CCTV, 현관보안, 베란다, "
일반원룸,1억,50,0,1,1,서울시 송파구 석촌동 214-7,15.12평/7.26평(전용률48%),5만원,불가능,남서향(안방 기준),3,3,단독주택,0,1,국제부동산공인중개사사무소,02-3432-8989,단층,1996.07.13,"싱크대, ","인터폰, 베란다, "
일반원룸3층,"2,000",110,0,1,1,서울시 송파구 석촌동 214-17,10.51평/7.11평(전용률68%),8만원,가능,남향(거실 기준),3,5,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2022,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 천장에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 엘리베이터, 화재경보기, "
일반원룸3층,"2,000",110,0,2,1,서울시 송파구 석촌동 283-10,15.12평/10.89평(전용률72%),3만원,불가능,남향(안방 기준),4,4,제2종 근린생활시설,0,1,한솔공인중개사사무소,"02-420-8400,010-5312-5395",none,-,"가스레인지, 벽걸이에어컨, ",none
다가구1층,"2,000",85,0,2,1,서울시 송파구 석촌동 170-14,13.61평/10.89평(전용률80%),5만원,가능,북향(거실 기준),1,3,공동주택,0,1,세진공인중개사사무소,"02-413-7733,010-2366-6100",단층,-,"베란다, ",none
다가구1층,"2,000",85,0,1,1,서울시 송파구 석촌동 10-5,9.95평/5.26평(전용률53%),25.7만원,가능,남동향(거실 기준),5,6,공동주택,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",단층,2017.03.21,"가스레인지, 냉장고, 붙박이장, 세탁기, 싱크대, 벽걸이에어컨, ","비디오폰, 인터폰, 카드키, 현관보안, CCTV, 엘리베이터, 화재경보기, "
일반원룸 빌라5층,"2,000",50,0,1,1,서울시 송파구 석촌동 10-5,6.05평/5.26평(전용률87%),0.0026만원,가능,남향(안방 기준),5,6,공동주택,0,1,정직한 공인중개사 사무소,02-421-5900,단층,2017.03.21,"붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 엘리베이터, 화재경보기, "
일반원룸5층,"2,000",50,0,2,1,서울시 송파구 석촌동 170-14,37.98평/14.21평(전용률37%),5만원,가능,남향(거실 기준),저,3,단독주택,0,1,이든공인중개사사무소,070-5223-3165,단층,1997.10.18,"신발장, 벽걸이에어컨, ","비디오폰, 베란다, "
다가구저층,"3,000",80,0,2,1,서울시 송파구 석촌동 297-23,13.33평/13.33평(전용률100%),0원,가능,남향(거실 기준),중,4,단독주택,0,1,으뜸헬리오시티공인중개사사무소,"02-415-9000,010-2402-8800",단층,none,none,none
다가구 빌라1층,"1억 5,000",50,0,2,1,서울시 송파구 석촌동 265-8,15.2평/14.66평(전용률96%),3만원,가능,남향(거실 기준),1,3,공동주택,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",단층,1996.07.04,"붙박이장, 싱크대, ","방범창, "
다가구 빌라1층,"1억 5,000",50,0,1,1,서울시 송파구 석촌동 10-5,9.95평/5.26평(전용률53%),25만원,가능,동향(거실 기준),5,6,공동주택,0,1,아이파크공인중개사사무소,"02-417-7788,010-7671-7633",단층,2017.03.21,"붙박이장, 냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ","엘리베이터, "
일반원룸5층,"2,000",47,0,1,1,서울시 송파구 석촌동 10-5,16.63평/5.26평(전용률32%),25.7만원,가능,남서향(안방 기준),5,6,공동주택,0,1,국제부동산공인중개사사무소,02-3432-8989,단층,2017.03.21,"붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, 엘리베이터, "
일반원룸5층,"2,000",47,0,1,1,서울시 송파구 석촌동 245-7,7.38평/5.36평(전용률73%),10만원,가능,북향(거실 기준),5,5,공동주택,0,1,탐진공인중개사사무소,"02-422-2482,010-2078-4455",none,2021.02.10,"냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 무인택배함, 엘리베이터, "
빌라5층,"3,000",70,0,1,1,서울시 송파구 석촌동 155-3,4.57평/4.35평(전용률95%),3만원,불가능,남동향(거실 기준),저,5,공동주택,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",단층,2002.01.29,"가스레인지, 냉장고, 붙박이장, 세탁기, 싱크대, 벽걸이에어컨, ","베란다, "
일반원룸 빌라저층,500,40,0,1,-,서울시 송파구 석촌동 245-11,5.15평/5.15평(전용률100%),0원,가능,남동향(거실 기준),1,5,공동주택,0,1,바른부동산중개,"02-422-5551,010-7930-7310",단층,2013.04.08,"냉장고, 옷장, 인덕션레인지, 전자레인지, ",none
일반원룸1층,"1,000",53,0,1,1,서울시 송파구 석촌동 176-10,4.27평/3.63평(전용률85%),0원,불가능,북동향(거실 기준),4,4,공동주택,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",단층,2002.02.08,"가스레인지, 냉장고, 붙박이장, 싱크대, 벽걸이에어컨, ","현관보안, 베란다, "
일반원룸 빌라4층,300,35,0,1,1,서울시 송파구 석촌동 245-11,16.63평/5.15평(전용률31%),0원,가능,남서향(안방 기준),1,5,공동주택,0,1,국제부동산공인중개사사무소,02-3432-8989,단층,2013.04.08,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, 엘리베이터, 화재경보기, "
다가구,1억,50,0,1,1,서울시 송파구 석촌동 214-7,10.07평/10.07평(전용률100%),5만원,불가능,남서향(거실 기준),3,3,단독주택,0,1,잠실마이스 공인중개사 사무소,010-6471-3382,단층,1996.07.13,"싱크대, ","베란다, "
빌라3층,"2,000",68,0,2,1,서울시 송파구 석촌동 283-10,39.76평/11.01평(전용률28%),3만원,가능,남향(거실 기준),3,3,공동주택,0,1,247공인중개사사무소,"02-421-0247,010-2417-0247",none,1987.12.30,"신발장, 가스레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, "
빌라3층,"2,000",68,0,1,1,서울시 송파구 석촌동 214-7,10.58평/9.98평(전용률94%),5만원,불가능,북향(안방 기준),3,3,단독주택,0,1,정직한 공인중개사 사무소,02-421-5900,단층,1996.07.13,"싱크대, ","베란다, "
다가구2층,500,60,0,1,1,서울시 송파구 석촌동 181-1,9.97평/7.81평(전용률78%),5만원,가능,남동향(거실 기준),2,5,공동주택,0,1,"드림공인중개사사무소
",010-8563-0328,단층,1991.04.16,none,none
다가구2층,500,60,0,2,1,서울시 송파구 석촌동 245-15,13.71평/10.68평(전용률78%),0원,가능,남동향(거실 기준),5,5,공동주택,0,1,"배명부동산중개사무소
","02-421-7741,010-8266-4492",none,2014.04.18,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","CCTV, 현관보안, 화재경보기, 무인택배함, 베란다, "
상가주택3층,"5,000",65,0,2,1,서울시 송파구 석촌동 224,60.99평/10.58평(전용률17%),4만원,가능,남서향(안방 기준),4,4,단독주택,0,1,리더스부동산공인중개사사무소,"02-423-7797,010-8913-1255",none,1985.10.17,"사설경비, 베란다, ",none
빌라 지구라트,"2,000",90,0,2,1,서울시 송파구 석촌동 54-1,14.89평/12.78평(전용률86%),4만원,가능,북동향(거실 기준),2,5,공동주택,0,1,세종공인중개사사무소,"02-421-2244,010-6267-7392",none,2003.01.14,"신발장, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, 카드키, CCTV, 베란다, "
일반원룸1층,300,28,0,1,1,서울시 송파구 석촌동 233-1,5.14평/5.14평(전용률100%),0원,불가능,북서향(거실 기준),1,2,단독주택,0,1,송파황금공인중개사사무소,"02-2203-0045,010-9247-3271",단층,1987.08.11,none,none
일반원룸1층,300,28,0,2,1,서울시 송파구 석촌동 170-14,9.07평/7.56평(전용률83%),5만원,불가능,북향(안방 기준),B1,3,공동주택,0,1,송파대장공인중개사사무소,"02-414-2288,010-9116-7579",단층,1997.10.18,"신발장, 싱크대, 벽걸이에어컨, ","인터폰, 현관보안, 베란다, "
다가구B1층,"1,000",55,0,2,1,서울시 송파구 석촌동 211-5,13.41평/11.85평(전용률88%),5만원,가능,남향(안방 기준),중,5,공동주택,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",단층,2003.08.07,"붙박이장, 신발장, 싱크대, ","현관보안, 엘리베이터, "
다가구 빌라중층,"5,000",65,0,2,1,서울시 송파구 석촌동 170-14,10.58평/9.07평(전용률86%),5만원,불가능,북향(안방 기준),B1,3,단독주택,0,1,"참좋은 공인중개사 사무소
","02-2203-4994,010-7322-6021",단층,1997.10.18,"신발장, 싱크대, 벽걸이에어컨, ","방범창, 현관보안, 베란다, "
다가구B1층,"1,000",55,0,1,1,서울시 송파구 석촌동 245-7,8.99평/6.39평(전용률71%),10만원,가능,동향(안방 기준),5,5,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2021.02.10,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, 엘리베이터, 화재경보기, "
일반원룸5층,"3,000",70,0,2,1,서울시 송파구 석촌동 211-5,13.6평/10.85평(전용률80%),5만원,가능,남향(안방 기준),중,5,공동주택,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",단층,2003.08.07,"신발장, 싱크대, ","현관보안, 엘리베이터, "
다가구 빌라중층,"5,000",70,0,1,1,서울시 송파구 석촌동 13-10,7.26평/6.05평(전용률83%),0원,가능,서향(거실 기준),B1,2,단독주택,0,1,브이아이피공인중개사사무소(VIP),"02-421-7400,010-9383-4540",단층,1986.09.28,"싱크대, 벽걸이에어컨, ",none
다가구B1층,"1,000",50,0,2,1,서울시 송파구 석촌동 11-10,10.58평/9.68평(전용률91%),3만원,가능,북서향(안방 기준),B1,3,단독주택,0,1,다원공인중개사사무소,"02-3432-3737,010-6273-3293",단층,1996.08.23,"싱크대, 벽걸이에어컨, ","현관보안, 베란다, "
다가구B1층,"1,000",50,0,1,1,서울시 송파구 석촌동 56,15.12평/7.26평(전용률48%),3만원,가능,남서향(안방 기준),3,3,단독주택,0,1,국제부동산공인중개사사무소,02-3432-8989,단층,1996.08.31,"신발장, 냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ","인터폰, 베란다, "
석촌호수나인파크 A동4층,"1,000",90,0,1,1,서울시 송파구 석촌동 56,15.12평/7.26평(전용률48%),3만원,가능,남서향(안방 기준),3,3,단독주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,1996.08.31,"신발장, 냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ","인터폰, 베란다, "
일반원룸3층,"1,000",65,0,2,1,서울시 송파구 석촌동,12.4평/10.82평(전용률87%),0원,불가능,남서향(안방 기준),저,2,단독주택,0,1,굿모닝공인중개사사무소,"02-423-2366,010-6649-2089",단층,1991.05.23,"싱크대, ",none
단독저층,"2,000",60,0,2,1,서울시 송파구 석촌동 211-5,51.86평/11.1평(전용률21%),5만원,가능,북향(안방 기준),3,5,단독주택,0,1,탐진공인중개사사무소,"02-422-2482,010-2078-4455",단층,2003.08.07,"신발장, 싱크대, ","사설경비, CCTV, 현관보안, 엘리베이터, "
다가구3층,"5,000",65,0,1,1,서울시 송파구 석촌동 155-3,15.12평/6.05평(전용률40%),3만원,불가능,남서향(안방 기준),1,5,공동주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,2002.01.29,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, 베란다, "
기타4층,50,43,0,1,1,서울시 송파구 석촌동 175-11,4.53평/3.63평(전용률80%),5만원,불가능,남향(안방 기준),4,4,제2종 근린생활시설,0,1,송파대장공인중개사사무소,"02-414-2288,010-9116-7579",단층,1989.07.20,"침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","CCTV, 현관보안, "
다가구B1층,"5,000",40,0,2,1,서울시 송파구 석촌동 165-13,9.98평/8.47평(전용률85%),3만원,불가능,동향(안방 기준),B1,3,공동주택,0,1,송파대장공인중개사사무소,"02-414-2288,010-9116-7579",단층,1996.08.09,"신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ",none
다가구B1층,"5,000",40,0,1,1,서울시 송파구 석촌동 216-14,15.12평/6.35평(전용률42%),4만원,가능,남서향(안방 기준),3,3,공동주택,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",단층,1997.05.07,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, "
일반원룸3층,"1,000",45,0,1,1,서울시 송파구 석촌동 293-10,8.12평/7.56평(전용률93%),3만원,불가능,북동향(안방 기준),저,3,공동주택,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",단층,1993.12.30,"냉장고, 붙박이장, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","방범창, 현관보안, 베란다, "
일반원룸 빌라저층,"1,000",40,0,1,1,서울시 송파구 석촌동 245-7,4.75평/4.75평(전용률100%),0.001만원,불가능,동향(안방 기준),4,5,공동주택,0,1,잠실마이스 공인중개사 사무소,010-6471-3382,단층,2021.02.10,"냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ",none
다가구,"1,000",45,0,2,1,서울시 송파구 석촌동 250-8,16.63평/14.52평(전용률87%),5만원,가능,북향(안방 기준),B1,3,공동주택,0,1,"한일공인중개사사무소
","02-413-3949,010-9116-2511",단층,1996.08,"신발장, 싱크대, 벽걸이에어컨, ","베란다, "
일반원룸 송암주택저층,500,32,0,1,1,서울시 송파구 석촌동 18-1,7.98평/7.82평(전용률98%),3만원,불가능,남향(거실 기준),저,3,공동주택,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",단층,1997.05.08,"가스레인지, 냉장고, 붙박이장, 세탁기, 싱크대, 벽걸이에어컨, ","현관보안, CCTV, 베란다, "
일반원룸 송암주택저층,500,32,0,1,1,서울시 송파구 석촌동 245-7,7.99평/5.81평(전용률73%),10만원,가능,북서향(안방 기준),1,5,공동주택,0,1,브이아이피공인중개사사무소(VIP),"02-421-7399,010-2475-4980",단층,2021.02.10,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, CCTV, 엘리베이터, "
일반원룸1층,"3,000",65,0,2,1,서울시 송파구 석촌동 215-13,13.99평/12평(전용률86%),7만원,가능,서향(거실 기준),3,4,공동주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",none,2001.10.30,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, "
빌라3층,"2,000",73,0,2,1,서울시 송파구 석촌동 293-7,16.2평/13.58평(전용률84%),3만원,가능,북향(거실 기준),3,5,공동주택,0,1,"한일공인중개사사무소
","02-413-3949,010-9116-2511",none,2006.12,"신발장, 싱크대, ","비디오폰, 현관보안, 베란다, "
일반원룸 송암주택B1층,500,32,0,1,1,서울시 송파구 석촌동 18-1,6.05평/5.44평(전용률90%),3만원,불가능,북향(안방 기준),B1,3,공동주택,0,1,송파대장공인중개사사무소,"02-414-2288,010-9116-7579",단층,1998.09.01,"신발장, 냉장고, 세탁기, 벽걸이에어컨, ","인터폰, 현관보안, 베란다, "
일반원룸 송암주택B1층,500,32,0,1,1,서울시 송파구 석촌동 181-1,8.99평/7.99평(전용률89%),5만원,불가능,동향(안방 기준),2,4,제2종 근린생활시설,0,1,세진공인중개사사무소,"02-413-7733,010-2366-6100",단층,-,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, ",none
일반원룸2층,500,60,0,1,1,서울시 송파구 석촌동 56,8.47평/8.16평(전용률96%),3만원,가능,남향(안방 기준),3,3,단독주택,0,1,정직한 공인중개사 사무소,02-421-5900,단층,1996.08.31,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","사설경비, 베란다, "
일반원룸 빌라저층,400,40,0,1,1,서울시 송파구 석촌동 252-9,6.98평/5.98평(전용률86%),0원,불가능,남향(안방 기준),저,2,단독주택,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",단층,1986.04.21,"싱크대, 벽걸이에어컨, ",none
일반원룸 빌라저층,400,40,0,2,1,서울시 송파구 석촌동 229-7,12.99평/11.77평(전용률91%),5만원,가능,서향(안방 기준),1,3,공동주택,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",none,1997.07.29,"가스레인지, 냉장고, 붙박이장, 세탁기, 싱크대, 벽걸이에어컨, ","인터폰, 베란다, "
빌라 빌라1층,"2,000",75,0,2,1,서울시 송파구 석촌동 170-14,11.49평/9.68평(전용률84%),0.0005만원,불가능,북서향(거실 기준),B1,3,단독주택,0,1,남궁공인중개사사무소,02-425-4300,단층,1997.10.18,"벽걸이에어컨, ","인터폰, 현관보안, 방범창, 베란다, "
다가구3층,"1,000",65,0,1,1,서울시 송파구 석촌동 56,8.47평/7.86평(전용률93%),3만원,가능,서향(안방 기준),3,3,단독주택,0,1,남궁공인중개사사무소,02-425-4300,단층,1996.08.31,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, 현관보안, 방범창, 베란다, "
다가구3층,"1,000",65,0,2,1,서울시 송파구 석촌동,17.86평/13평(전용률73%),5만원,불가능,남향(안방 기준),저,3,단독주택,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",단층,1998.05.14,"신발장, 싱크대, ","인터폰, "
단독 빌라저층,"1,000",50,0,1,1,서울시 송파구 석촌동 179-9,9.36평/9.34평(전용률100%),0원,불가능,남서향(안방 기준),저,3,단독주택,0,1,"셀링선셋부동산중개
","02-3553-9128,010-3553-9128",단층,1996.10.21,"현관보안, 베란다, ",none
기타저층,500,30,0,1,1,서울시 송파구 석촌동 166-8,7.56평/5.85평(전용률77%),2만원,가능,남동향(안방 기준),1,5,공동주택,0,1,남궁공인중개사사무소,02-425-4300,단층,2004.07.29,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, 사설경비, 현관보안, 방범창, 베란다, "
일반원룸1층,"1,000",40,0,1,1,서울시 송파구 석촌동 166-9,12.14평/10.36평(전용률85%),3만원,가능,서향(거실 기준),중,5,공동주택,0,1,인앤하우스공인중개사사무소,"010-7725-8889,010-7725-8889",none,2002.05.29,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 현관보안, CCTV, 베란다, "
빌라중층,1억,95,0,1,1,서울시 송파구 석촌동 244-15,6.05평/5.44평(전용률90%),3만원,불가능,북향(안방 기준),1,5,공동주택,0,1,탐진공인중개사사무소,"02-422-2482,010-2078-4455",none,2013.08.30,"냉장고, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, "
다가구 예지촌4층,500,50,0,1,1,서울시 송파구 석촌동 220-7,10평/6.99평(전용률70%),5만원,불가능,동향(안방 기준),4,5,단독주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2004.01.02,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 엘리베이터, "
다가구 예지촌4층,500,50,0,2,1,서울시 송파구 석촌동 271-17,15.12평/11.34평(전용률75%),4만원,가능,남향(거실 기준),5,5,공동주택,0,1,한솔공인중개사사무소,"02-420-8400,010-5312-5395",none,2004.11.18,"사설경비, 현관보안, 베란다, ",none
빌라6층,"5,000",100,0,1,1,서울시 송파구 석촌동 214-17,9.46평/6.37평(전용률67%),8만원,가능,남동향(거실 기준),6,6,공동주택,0,1,바른부동산중개,"02-422-5551,010-7930-7310",none,2022.03.07,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 인덕션레인지, 천장에어컨, ","비디오폰, 인터폰, 현관보안, CCTV, 무인택배함, 엘리베이터, 화재경보기, "
단독1층,"2,000",75,0,2,1,서울시 송파구 석촌동 230-10,11.77평/10.99평(전용률93%),5만원,가능,남동향(안방 기준),1,3,단독주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,2000.05.24,"세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","베란다, "
단독1층,"2,000",75,0,2,1,서울시 송파구 석촌동 229-5,11.77평/10.99평(전용률93%),5만원,불가능,남동향(안방 기준),3,5,단독주택,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",단층,1990.11.10,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","사설경비, CCTV, 베란다, "
