방이름,보증금,월세,전세,방 수,욕실 수,주소,평 수,관리비,주차 여부,층,총 층,전세여부,월세여부,부동산 이름,부동산 전화번호,복층 여부,사용승인일,내부시설,기타시설,방향_동,방향_서,방향_남,방향_북,건축물 용도_공동주택,건축물 용도_그 밖에 토지의 정착물,건축물 용도_단독주택,건축물 용도_미등기건물,건축물 용도_숙박시설,건축물 용도_업무시설,건축물 용도_제1종 근린생활시설,건축물 용도_제2종 근린생활시설,주소좌표,대형마트,편의점,지하철역
일반원룸중층,2000,50,0,1,1,서울시 성북구 돈암동 13-102,9.98,4.0,1,4,7,0,1,돈암삼성공인중개사사무소,"02-924-7777,010-5949-4808",0,2004,none,none,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,"['127.022147466498', '37.599423077514']",356.0,60.0,510.0
올림픽파크뷰 1동,100,100,0,2,1,서울시 송파구 방이동 113-18,11.46,6.0,1,2,5,0,1,"에이스하우징공인중개사사무소
","02-555-1729,010-3729-2680",0,2002,"가스레인지, 냉장고, 식탁, 싱크대, 전자레인지, 세탁기, 옷장, 책상, 침대, 소파, 신발장, 건조기, ","인터폰, 현관보안, 베란다, ",0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.114818549671', '37.5110256281449']",550.0,60.0,190.0
빌라 에이플러스빌,140,140,0,2,1,서울시 송파구 방이동,12.1,0.4,0,4,4,0,1,이룸공인중개사사무소,"031-791-4566,010-5246-9464",0,2001,"붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, ","베란다, ",0.0,0.5,0.0,0.5,0,0,1,0,0,0,0,0,"['127.123923689605', '37.5110126423951']",327.0,44.0,316.0
단독고층,5000,90,0,1,1,서울시 송파구 방이동 112-18,8.27,5.0,0,3,5,0,1,한울공인중개사사무소,"02-3431-9934,010-8001-5931",0,2020,"사설경비, 베란다, ",none,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,"['127.113681301807', '37.5103774646249']",524.0,101.0,114.0
빌라3층,1000,85,0,2,1,서울시 송파구 방이동 112-15,6.24,7.0,0,4,5,0,1,"에이스공인중개사사무소
","02-421-5111,010-5697-5111",0,2020,"베란다, ",none,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.11439895422', '37.5111925407967']",579.0,23.0,154.0
일반원룸 두원주택1층,3000,80,0,2,1,서울시 송파구 방이동 106-6,10.7,3.0,1,1,4,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",0,1991,"싱크대, ","베란다, ",0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.112933060007', '37.5133465395716']",769.0,126.0,259.0
일반원룸 두원주택1층,3000,80,0,1,1,서울시 송파구 방이동 108-21,7.26,5.0,0,2,2,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",0,1987,"싱크대, ","인터폰, ",0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.112349115764', '37.5114875147481']",691.0,90.0,59.0
일반원룸2층,1000,70,0,1,1,서울시 송파구 방이동 71-12,7.56,5.0,1,5,5,0,1,"중앙공인중개사사무소
",02-419-2800,0,2010,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, 엘리베이터, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['127.109937784735', '37.5127178518923']",519.0,68.0,306.0
잠실I-SPACEⅡ 1동15층,1000,80,0,2,1,서울시 송파구 방이동 101-8,12.99,4.0,0,1,3,0,1,성공공인중개사사무소,"02-420-4434,010-8463-1318",0,1996,"싱크대, ","베란다, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.111246315528', '37.5124728151269']",638.0,33.0,204.0
다가구1층,5000,63,0,1,1,서울시 송파구 방이동 115-1,6.68,12.0,1,2,5,0,1,탑공인중개사사무소,"02-409-6300,010-3098-1230",0,2020,"현관보안, ",none,0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.114726413631', '37.5094295889235']",387.0,54.0,253.0
빌라2층,5000,63,0,1,1,서울시 송파구 방이동 46-2,8.82,10.0,1,2,2,0,1,래미안부동산공인중개사사무소,"02-488-8856,010-8948-1247",1,2021,"옷장, 붙박이장, 식탁, 신발장, 냉장고, 세탁기, 샤워부스, 비데, 싱크대, 인덕션레인지, 전자레인지, 천장에어컨, ","경비원, 비디오폰, 인터폰, 카드키, CCTV, 현관보안, 엘리베이터, 화재경보기, 무인택배함, ",0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,"['127.11243282964', '37.516021375158']",477.0,61.0,201.0
다가구 1동고층,5000,90,0,2,1,서울시 송파구 방이동 55-4,11.79,4.0,0,4,4,0,1,미사이룸공인중개사사무소,"031-795-1249,010-6660-7356",0,2001,"붙박이장, 신발장, 싱크대, ","베란다, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['127.112120049762', '37.5147980198685']",616.0,109.0,340.0
현대토픽스 1동중층,1000,75,0,2,1,서울시 송파구 방이동 109-4,10.58,4.0,0,-1,2,0,1,성공공인중개사사무소,"02-420-4434,010-8543-3040",0,1984,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ",none,0.5,0.0,0.0,0.5,0,0,1,0,0,0,0,0,"['127.11009702799', '37.511630372149']",567.0,149.0,236.0
일반원룸,2000,45,0,1,1,서울시 송파구 방이동 154-13,7.26,5.0,1,4,6,0,1,공신공인중개사,"02-413-0406,010-2950-5293",0,2002,"현관보안, 베란다, ",none,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0,1,"['127.1166869289', '37.5136996882501']",789.0,81.0,315.0
일반원룸 SG아트빌,1000,80,0,2,1,서울시 송파구 방이동 93-16,14.14,5.0,1,2,5,0,1,아이파크공인중개사사무소,"02-417-7788,010-7671-7633",0,2002,"싱크대, ","사설경비, 베란다, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.110206756024', '37.5126400248209']",545.0,80.0,282.0
일반원룸1층,1000,50,0,1,1,서울시 송파구 방이동 140-9,5.29,4.0,1,1,6,0,1,리안공인중개사사무소,02-3432-7117,0,2004,"냉장고, 세탁기, 싱크대, 옷장, 침대, 신발장, 전자레인지, 가스레인지, ","현관보안, CCTV, 인터폰, 카드키, 베란다, ",0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.117082955697', '37.5108212200461']",504.0,65.0,391.0
벨리시모 1동6층,85,85,0,2,1,서울시 송파구 방이동 140-15,12.01,8.0,1,1,3,0,1,탑공인중개사사무소,"02-409-6300,010-3098-1230",0,1996,"베란다, ",none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['127.117528813868', '37.5111785659322']",548.0,106.0,430.0
다가구1층,2000,57,0,1,1,서울시 송파구 방이동 149-42,6.95,6.0,1,2,7,0,1,공신공인중개사,"02-413-0406,010-2950-5293",0,2002,"사설경비, 엘리베이터, ",none,0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.114612938697', '37.5136250435061']",747.0,92.0,336.0
빌라중층,1000,70,0,1,1,서울시 송파구 방이동 117-3,5.89,10.0,1,2,5,0,1,"에이스공인중개사사무소
","02-421-5111,010-5697-5111",0,2018,"냉장고, 붙박이장, 샤워부스, 세탁기, 신발장, 인덕션레인지, 천장에어컨, ","방범창, 비디오폰, 인터폰, 카드키, 현관보안, CCTV, 무인택배함, 엘리베이터, 화재경보기, ",0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.115547424171', '37.5094232024372']",361.0,57.0,310.0
빌라3층,2000,95,0,2,1,서울시 송파구 방이동 112-18,9.05,5.0,0,3,5,0,1,한울공인중개사사무소,"02-3431-9934,010-8001-5931",0,2020,"사설경비, 베란다, ",none,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.113681301807', '37.5103774646249']",524.0,101.0,114.0
빌라3층,2000,95,0,2,1,서울시 송파구 방이동 106-6,10.7,3.0,1,1,4,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",0,1991,"신발장, ","인터폰, CCTV, 현관보안, 베란다, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.112933060007', '37.5133465395716']",769.0,126.0,259.0
빌라2층,6000,80,0,2,1,서울시 송파구 방이동 57-8,12.75,3.0,1,2,5,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",0,2011,"싱크대, 가스레인지, ","비디오폰, 인터폰, CCTV, 현관보안, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.111922096795', '37.5149447107594']",603.0,109.0,328.0
빌라2층,6000,80,0,2,1,서울시 송파구 방이동 153-14,11.18,4.0,1,5,5,0,1,마을공인중개사,"02-417-4433,010-3717-8389",0,2003,"옷장, 신발장, 냉장고, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, 현관보안, 베란다, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['127.116107747934', '37.513225069705']",771.0,112.0,368.0
빌라2층,6000,80,0,2,1,서울시 송파구 방이동 57-8,12.75,3.0,1,2,5,0,1,"오늘의공간 공인중개사사무소
","02-556-0600,010-3591-8288",0,2011,"싱크대, 가스레인지, ","현관보안, CCTV, 비디오폰, 베란다, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.111922096795', '37.5149447107594']",603.0,109.0,328.0
빌라2층,6000,80,0,1,1,서울시 송파구 방이동 108-21,9.01,5.0,0,2,2,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",0,1987,"싱크대, ",none,0.0,0.5,0.0,0.5,0,0,1,0,0,0,0,0,"['127.112349115764', '37.5114875147481']",691.0,90.0,59.0
빌라6층,500,50,0,1,1,서울시 송파구 방이동 37-7,5.99,4.0,1,6,6,0,1,"오늘의공간 공인중개사사무소
","02-556-0600,010-3591-8288",0,1993,"냉장고, 세탁기, 싱크대, 옷장, 신발장, 인덕션레인지, ","CCTV, 엘리베이터, ",0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,"['127.109781317417', '37.5154719147353']",542.0,68.0,376.0
빌라 SG아트빌2층,1000,80,0,1,1,서울시 송파구 방이동 93-16,14.14,5.0,1,2,5,0,1,"오늘의공간 공인중개사사무소
","02-556-0600,010-3591-8288",0,2002,"싱크대, ","CCTV, 베란다, ",0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.110206756024', '37.5126400248209']",545.0,80.0,282.0
사보이시티잠실 1동고층,1000,85,0,1,1,서울시 송파구 방이동 58-11,6.96,5.0,1,4,5,0,1,"중앙공인중개사사무소
","02-419-2800,010-9358-9464",0,2003,"붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, CCTV, 베란다, ",0.5,0.0,0.0,0.5,1,0,0,0,0,0,0,0,"['127.11123944155', '37.5145477428294']",636.0,96.0,389.0
사보이시티잠실 1동고층,3000,95,0,2,1,서울시 송파구 방이동 93-11,12.76,3.0,0,-1,3,0,1,태양공인중개사사무소,"02-414-3636,010-4765-2942",0,1991,"가스레인지, ","비디오폰, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['127.110171021071', '37.5121833393341']",553.0,125.0,255.0
보보스타워 1동고층,3000,60,0,1,1,서울시 송파구 방이동 199-8,6.99,5.0,0,2,3,0,1,으뜸공인중개사사무소,"02-423-5520,010-4354-5520",0,1987,"옷장, 신발장, 냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ","CCTV, 현관보안, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.123039758456', '37.5104574668122']",343.0,117.0,330.0
잠실파크웨이 1동중층,4500,61,0,1,1,서울시 송파구 방이동 111-14,8.0,5.0,1,5,5,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",0,1987,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, 엘리베이터, 베란다, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['127.114027351735', '37.511458516065']",619.0,25.0,130.0
일반원룸5층,1000,59,0,1,1,서울시 송파구 방이동 101-8,7.26,4.0,0,-1,3,0,1,국제부동산공인중개사사무소,02-3432-8989,0,1996,"신발장, 싱크대, ","인터폰, 베란다, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['127.111246315528', '37.5124728151269']",638.0,33.0,204.0
일반원룸B1층,1000,60,0,1,1,서울시 송파구 방이동 145-34,7.29,5.0,0,1,6,0,1,미사이룸공인중개사사무소,"031-795-1249,010-6660-7356",0,2001,"냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ","사설경비, CCTV, 현관보안, 베란다, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['127.114481935782', '37.5116856699391']",628.0,36.0,177.0
사보이시티잠실 1동고층,1000,130,0,2,1,서울시 송파구 방이동 101-8,11.99,4.0,1,1,3,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",0,1996,"신발장, 싱크대, ","방범창, 카드키, 베란다, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['127.111246315528', '37.5124728151269']",638.0,33.0,204.0
어반로프트올림픽파크 1동11층,2000,120,0,2,1,서울시 송파구 방이동 101-8,12.1,3.0,0,3,3,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",0,1996,"신발장, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, 베란다, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['127.111246315528', '37.5124728151269']",638.0,33.0,204.0
일반원룸3층,1000,63,0,1,1,서울시 송파구 방이동 99-15,9.07,7.0,1,3,5,0,1,트리움공인중개사사무소,"02-425-0100,010-5191-3636",0,2001,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","카드키, 베란다, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['127.111278749492', '37.5134442467657']",630.0,116.0,295.0
일반원룸3층,1000,63,0,2,1,서울시 송파구 방이동,12.99,1.0,0,1,3,0,1,"드림공인중개사사무소
",02-2042-4989,0,1809,none,none,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['127.123923689605', '37.5110126423951']",327.0,44.0,316.0
단독저층,1000,40,0,1,1,서울시 송파구 방이동 101-2,8.33,4.0,0,1,5,0,1,가락스카이부동산 공인중개사사무소,"02-3401-8289,010-3420-8289",0,2020,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, 현관보안, CCTV, 무인택배함, 엘리베이터, 화재경보기, ",0.5,0.0,0.0,0.5,1,0,0,0,0,0,0,0,"['127.11106524965', '37.5121814206894']",629.0,69.0,191.0
잠실대명벨리온 1동고층,1000,70,0,1,1,서울시 송파구 방이동 140-9,5.29,4.0,1,1,5,0,1,으뜸공인중개사사무소,"02-423-5520,010-4354-5520",0,1809,"냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ","현관보안, 베란다, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.117082955697', '37.5108212200461']",504.0,65.0,391.0
올림픽파크뷰 1동고층,1000,70,0,2,1,서울시 송파구 방이동 57-8,12.75,3.0,1,2,5,0,1,남궁공인중개사사무소,02-425-4300,0,2011,"신발장, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, 현관보안, 방범창, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.111922096795', '37.5149447107594']",603.0,109.0,328.0
일반원룸 마이챔버3층,1000,60,0,1,1,서울시 송파구 방이동 57-5,4.89,4.0,0,3,5,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",0,2011,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.111895611175', '37.5151603459608']",580.0,97.0,305.0
일반원룸 마이챔버3층,1000,60,0,2,1,서울시 송파구 방이동 101-8,9.99,4.0,0,3,3,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",0,1996,"싱크대, ","베란다, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['127.111246315528', '37.5124728151269']",638.0,33.0,204.0
다가구 빌라3층,2000,100,0,1,1,서울시 송파구 방이동 58-11,6.96,5.0,0,4,5,0,1,이룸공인중개사사무소,"031-791-4566,010-5246-9464",0,2003,"붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, CCTV, 베란다, ",0.5,0.0,0.0,0.5,1,0,0,0,0,0,0,0,"['127.11123944155', '37.5145477428294']",636.0,96.0,389.0
일반원룸 빌라저층,1000,60,0,1,1,서울시 송파구 방이동 101-8,6.99,4.0,0,1,3,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",0,1996,"싱크대, ","베란다, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['127.111246315528', '37.5124728151269']",638.0,33.0,204.0
일반원룸 빌라저층,1000,60,0,2,1,서울시 송파구 방이동 106-6,14.18,3.0,1,4,4,0,1,아이파크공인중개사사무소,"02-417-7788,010-7671-7633",0,1991,"베란다, ",none,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.112933060007', '37.5133465395716']",769.0,126.0,259.0
빌라 영광빌라 2층,6000,80,0,2,1,서울시 송파구 방이동 57-8,12.75,3.0,1,2,5,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",0,2011,"신발장, 싱크대, ","비디오폰, CCTV, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['127.111922096795', '37.5149447107594']",603.0,109.0,328.0
빌라 영광빌라 2층,6000,80,0,1,1,서울시 송파구 방이동 37-7,7.92,4.0,0,6,6,0,1,정공인중개사사무소,"02-3431-9909,010-5816-2442",0,1993,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 책상, 벽걸이에어컨, ","사설경비, CCTV, 엘리베이터, ",0.5,0.0,0.0,0.5,0,0,0,0,0,0,0,1,"['127.109781317417', '37.5154719147353']",542.0,68.0,376.0
일반원룸 은좌빌딩고층,500,50,0,2,1,서울시 송파구 방이동 57-8,12.75,4.0,1,2,5,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",0,2011,"가스레인지, 싱크대, ","비디오폰, 인터폰, 카드키, 현관보안, 베란다, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['127.111922096795', '37.5149447107594']",603.0,109.0,328.0
빌라 다세대주택2층,6000,80,0,1,1,서울시 송파구 방이동 100-11,8.33,7.0,1,3,5,0,1,미래공인중개사사무소,"02-418-9888,010-2008-9977",0,2020,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 엘리베이터, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.110663870891', '37.5120561974813']",599.0,101.0,211.0
빌라3층,31500,40,0,2,1,서울시 송파구 방이동 71-5,14.31,4.0,1,3,5,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",0,2018,"신발장, 샤워부스, 싱크대, ","비디오폰, CCTV, 엘리베이터, 화재경보기, 베란다, ",0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.109594257691', '37.5121655855006']",505.0,134.0,299.0
빌라3층,31500,40,0,1,1,서울시 송파구 방이동 131-17,9.02,3.0,1,5,5,0,1,대성공인중개사사무소,"02-415-9955,010-5696-1373",0,2002,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 스탠드에어컨, ","인터폰, 베란다, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.119836200768', '37.5097735645239']",406.0,35.0,564.0
일반원룸5층,15700,15,0,1,1,서울시 송파구 방이동 131-17,7.75,5.0,1,5,5,0,1,골든이스테이트공인중개사사무소,"02-418-5553,010-5187-2777",0,2002,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, 베란다, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['127.119836200768', '37.5097735645239']",406.0,35.0,564.0
일반원룸5층,15700,15,0,1,1,서울시 송파구 방이동 145-34,7.91,3.0,1,2,6,0,1,미사이룸공인중개사사무소,"031-795-1249,010-6660-7356",0,2001,"냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","사설경비, CCTV, 현관보안, 베란다, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['127.114481935782', '37.5116856699391']",628.0,36.0,177.0
사보이시티잠실 1동고층,3000,95,0,2,1,서울시 송파구 방이동 106-6,10.7,3.0,1,1,4,0,1,잠실마이스 공인중개사 사무소,010-6471-3382,0,1991,"싱크대, ","베란다, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.112933060007', '37.5133465395716']",769.0,126.0,259.0
빌라 황금빌리지,14170,25,0,1,1,서울시 송파구 방이동 151-13,8.62,5.0,0,2,4,0,1,고래공인중개사사무소,"02-419-0131,010-8928-9353",0,2002,"현관보안, 베란다, ",none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.115201768905', '37.5136849280193']",750.0,66.0,335.0
다가구 빌라저층,1,50,0,2,1,서울시 송파구 방이동 93-9,10.99,4.0,1,1,3,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",0,1994,"가스레인지, 신발장, 싱크대, 벽걸이에어컨, ","인터폰, 카드키, 베란다, ",0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.110361153631', '37.5124893229349']",561.0,96.0,260.0
다가구 빌라저층,1,50,0,1,1,서울시 송파구 방이동 103-16,6.3,7.0,0,2,5,0,1,OK공인중개사사무소,"02-404-0035,010-6323-3576",0,2021,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 천장에어컨, ","비디오폰, 인터폰, 현관보안, CCTV, 무인택배함, 엘리베이터, ",0.5,0.0,0.0,0.5,1,0,0,0,0,0,0,0,"['127.112177239136', '37.5126517750498']",716.0,68.0,186.0
사보이시티잠실 1동고층,1000,100,0,1,1,서울시 송파구 방이동 57-5,4.89,4.0,1,3,5,0,1,베스트공인중개사사무소,"02-415-8942,010-7101-7576",0,2011,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, ",0.0,0.5,0.5,0.0,1,0,0,0,0,0,0,0,"['127.111895611175', '37.5151603459608']",580.0,97.0,305.0
일반원룸 마이챔버3층,1000,60,0,1,1,서울시 송파구 방이동 57-5,4.89,5.0,1,2,5,0,1,우리공인중개사사무소,"02-2203-7788,010-8456-5292",0,2017,"현관보안, ",none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.111895611175', '37.5151603459608']",580.0,97.0,305.0
빌라,5000,90,0,1,1,서울시 송파구 방이동 100-11,8.33,7.0,0,3,5,0,1,잠실마이스 공인중개사 사무소,010-6471-3382,0,2020,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","CCTV, 엘리베이터, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.110663870891', '37.5120561974813']",599.0,101.0,211.0
사보이시티잠실 1동고층,3000,95,0,1,1,서울시 송파구 방이동 102,6.78,3.0,0,-1,3,0,1,태양공인중개사사무소,"02-414-3636,010-4765-2942",0,1997,"신발장, 냉장고, 세탁기, 가스레인지, 벽걸이에어컨, ","비디오폰, ",1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.112090430943', '37.5138258652171']",703.0,189.0,315.0
다가구 문명주택B1층,500,40,0,1,1,서울시 송파구 방이동 99-6,7.99,4.0,0,0,2,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",0,1987,"가스레인지, 냉장고, 세탁기, 식탁, 싱크대, 침대, 천장에어컨, ","방범창, ",0.5,0.0,0.0,0.5,1,0,0,0,0,0,0,0,"['127.111510245616', '37.5134175389401']",650.0,136.0,285.0
일반원룸 빌라저층,300,52,0,1,1,서울시 송파구 방이동 100-11,8.33,7.0,0,3,4,0,1,정직한 공인중개사 사무소,02-421-5900,0,2020,"신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, 카드키, CCTV, 현관보안, 방범창, 엘리베이터, 화재경보기, 무인택배함, ",0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.110663870891', '37.5120561974813']",599.0,101.0,211.0
일반원룸2층,1000,55,0,1,1,서울시 송파구 방이동 145-34,7.91,4.0,0,2,6,0,1,"중앙공인중개사사무소
","02-419-2800,010-9358-9464",0,1809,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, 베란다, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['127.114481935782', '37.5116856699391']",628.0,36.0,177.0
일반원룸2층,1000,55,0,1,1,서울시 송파구 방이동 100-11,8.33,7.0,0,3,5,0,1,인앤하우스공인중개사사무소,"010-7725-8889,010-7725-8889",0,2020,"냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 현관보안, CCTV, 엘리베이터, ",0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,"['127.110663870891', '37.5120561974813']",599.0,101.0,211.0
다가구 빌라1층,2000,100,0,2,1,서울시 송파구 방이동 101-8,12.99,4.0,0,1,3,0,1,리안공인중개사사무소,"02-3432-7117,010-3296-0220",0,1996,"싱크대, ","베란다, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.111246315528', '37.5124728151269']",638.0,33.0,204.0
상가주택 상가주택2층,5000,70,0,2,1,서울시 송파구 방이동 106-6,10.7,3.0,1,1,3,0,1,대성공인중개사사무소,"02-415-9955,010-5696-1373",0,1991,"신발장, 싱크대, ","베란다, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['127.112933060007', '37.5133465395716']",769.0,126.0,259.0
다가구B1층,1,50,0,2,1,서울시 송파구 방이동 93-9,12.1,4.0,1,-1,3,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",0,1994,"신발장, 싱크대, 가스레인지, 벽걸이에어컨, ","비디오폰, CCTV, 현관보안, 베란다, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['127.110361153631', '37.5124893229349']",561.0,96.0,260.0
다가구B1층,1,50,0,2,1,서울시 송파구 방이동 101-8,12.7,4.0,1,1,3,0,1,국제부동산공인중개사사무소,"02-3432-8989,010-8877-4482",0,1996,"신발장, 싱크대, ","CCTV, 현관보안, 베란다, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['127.111246315528', '37.5124728151269']",638.0,33.0,204.0
청호 1동중층,500,50,0,1,1,서울시 송파구 방이동 145-34,7.91,4.0,0,2,6,0,1,이룸공인중개사사무소,"031-791-4566,010-5246-9464",0,2001,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, CCTV, 무인택배함, ",0.0,0.5,0.0,0.5,1,0,0,0,0,0,0,0,"['127.114481935782', '37.5116856699391']",628.0,36.0,177.0
